,thumbnail,title,category,view_count,likes_count,dislikes_count,upload_date,video_length
47,https://i.ytimg.com/vi/HYY50xCSN0U/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAidC6HAqpUKfVjqc3JoaP6l6TuYQ,불닭볶음면보다 3배 매운 뱀파이어 치킨 먹방,코미디,"조회수 357,332회",4.5천개,184개,2019. 11. 14.,4:24
48,https://i.ytimg.com/vi/6EJW9ihyrxA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAuaWws5x9bid47KhimXOgIsIZJ1g,드디어 원하는 차를 샀어요 여러분 감사합니다,코미디,"조회수 820,136회",7천개,405개,2019. 11. 13.,4:57
49,https://i.ytimg.com/vi/8M_mcEcH9JY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDNE_96SFJfggAdKZcHTRExyzBkHA,더 이상 샤워를 할 수 없는 몸이 되었습니다,코미디,"조회수 506,866회",6.4천개,280개,2019. 11. 11.,4:41
50,https://i.ytimg.com/vi/6sHIx59PhSQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBTXzk-aOrGDyq20lO3CJ_nxmNnDQ,무인도에서 짜장면!!! 배달 시켰어요,코미디,"조회수 328,290회",5.3천개,202개,2019. 11. 8.,10:00
51,https://i.ytimg.com/vi/_HpWfK5p_Nw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLABT7TZgvu9UlEjEFunsQvSONqgYw,무인도 최후의 만찬 해물탕 먹방,코미디,"조회수 285,585회",4.6천개,180개,2019. 11. 7.,10:04
52,https://i.ytimg.com/vi/wEUAjru6x2g/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBBAQ73r8qL6MO3-Aw9fOuDEBAN8Q,무인도 닭 한마리 선택의 시간,코미디,"조회수 273,958회",3.8천개,168개,2019. 11. 6.,10:02
53,https://i.ytimg.com/vi/lpLTtSXs1cE/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCoTgshNL_2_uiXkZeXOXGy6T7rig,무인도 야외취침+칠게 대환장 파티,코미디,"조회수 301,169회",4천개,142개,2019. 11. 4.,8:19
54,https://i.ytimg.com/vi/Ao5gvVUmX3A/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDPVEnISHbWJykDoinhJjVNYOY0WQ,무인도에서 염소 한마리로 생존하기,코미디,"조회수 546,686회",7.8천개,613개,2019. 11. 3.,11:29
55,https://i.ytimg.com/vi/UJNTnovUX84/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA5LL3fqklWiap87yh45pS8nzSXxw,할로윈 파티 핫식스 호러 캐슬,코미디,"조회수 90,991회",1.3천개,84개,2019. 11. 1.,18:30
56,https://i.ytimg.com/vi/gGtUYsbxgH4/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB0DgHeY_XhRUqTO8hWOeGKMTiPbg,멸치가 근육 멸치인 이유ㄷㄷ,코미디,"조회수 383,519회",5.5천개,256개,2019. 10. 31.,15:43
57,https://i.ytimg.com/vi/s_VC_-_Yh3k/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDDXn_Z0vngvznKhIDf_r6VynuDJQ,"금속탐지기로 ""돈"" 벌었습니다",코미디,"조회수 627,461회",6천개,454개,2019. 10. 30.,5:39
58,https://i.ytimg.com/vi/HiXYjxmQRNo/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA49lh_DGqPHIWCT8CQtd1Vo_GElg,죄송합니다,코미디,"조회수 271,658회",5천개,232개,2019. 10. 29.,6:57
59,https://i.ytimg.com/vi/g-vUCblOGBo/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAse8RGI7Rmd2xkm17r2i3MgqCkQw,위조지폐 결과와 서린이 근황,코미디,"조회수 548,028회",7.7천개,197개,2019. 10. 27.,3:58
60,https://i.ytimg.com/vi/IXX2YvVFCk4/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBu0-CJierXle6Gh7XzjasdeFVKJA,나 화났어,코미디,"조회수 234,906회",3.8천개,175개,2019. 10. 26.,7:05
61,https://i.ytimg.com/vi/bvtYtQlw_gg/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLALHc79XUrvaeg3hzf2xe_sfD35LQ,오토바이 부릉부릉,코미디,"조회수 454,199회",5.1천개,398개,2019. 10. 25.,12:48
62,https://i.ytimg.com/vi/JVI-uw9bj4I/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBrP6S2oORSCPl-l_bxWZ-GmWFRoA,나 삐졌어,코미디,"조회수 316,264회",6.4천개,312개,2019. 10. 23.,7:50
63,https://i.ytimg.com/vi/ionANZBKAg4/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAyP_6wvGr2-XfFfFQVpHzzRM4pCw,나 취했어,코미디,"조회수 234,940회",5.1천개,135개,2019. 10. 22.,6:29
64,https://i.ytimg.com/vi/fApbBxjIEY4/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDbrIvckf4NfOq62QuLK6VE_zky8w,위기탈출 넘버68,코미디,"조회수 669,435회",7.5천개,690개,2019. 10. 21.,10:47
65,https://i.ytimg.com/vi/dqXuG8so1_I/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCBVJO7oSLc0YfNtHi7oKGygMAnNw,작살나는 낚시법,코미디,"조회수 239,318회",3.4천개,185개,2019. 10. 19.,7:33
66,https://i.ytimg.com/vi/r3IroBe6tX0/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDrI3klQHU85-EdLSqhgetRUUWMwA,돌멩이 가지고 왔어요,코미디,"조회수 397,693회",4.6천개,196개,2019. 10. 18.,7:32
67,https://i.ytimg.com/vi/VEXsqvLyQV0/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDGXt4VANYvv_AXRfA1ynMVy8knkw,서린이 안X사 하라네요.. 돼지열병 사라졌으면..,코미디,"조회수 1,097,943회",1.7만개,377개,2019. 10. 17.,4:16
68,https://i.ytimg.com/vi/4UeA_T3G3Q8/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAf0hmahAwDN1OhOMJ23CiAsZS8Jg,장가 갈 수 있을까,코미디,"조회수 234,648회",3.8천개,135개,2019. 10. 16.,8:21
69,https://i.ytimg.com/vi/gE29gQ3X53g/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAwQtEZ9EY876SMWyeSvr7fIthtEQ,남자는 머리빨,코미디,"조회수 303,882회",5.1천개,121개,2019. 10. 15.,6:00
70,https://i.ytimg.com/vi/9Y_V2uMJn5k/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDZZx331pCfrCcY4fWzkRXyPHsf4Q,나 맞았어,코미디,"조회수 312,231회",4.7천개,236개,2019. 10. 13.,10:19
71,https://i.ytimg.com/vi/8CUuXYIKLVI/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCRKw89Df0SOnxfv3TNYyiQ8pwO2A,위조지폐? 과학수사대 접수 했어요,코미디,"조회수 683,615회",8.2천개,342개,2019. 10. 11.,10:03
